NAME NAME Blurry and spotty . Glad we pay every month for this service ! 	NAME NAME Blurry and spotty .<br> Glad we pay every month for this service !	2	-2	 NAME[0] NAME[0] Blurry[-1] and[0] spotty[0] [[Sentence=-2,1=word max, 1-5]] Glad[1] we[0] pay[0] every[0] month[0] for[0] this[0] service[0] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
NAME Indeed . Absolutely stunned Pat Hickey didn't call him out , and then follow up with a couple of howitzers . 	NAME Indeed .<br> Absolutely stunned Pat Hickey didn't call him out , and then follow up with a couple of howitzers .	1	-3	 NAME[0] Indeed[0] [[Sentence=-1,1=word max, 1-5]] Absolutely[0] stunned[-1][-1 LastWordBoosterStrength] Pat[0] Hickey[0] didn't[0] call[0] him[0] out[0] and[0] then[0] follow[0] up[0] with[0] a[0] couple[0] of[0] howitzers[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
I honestly love being up at 5am everyday      	I honestly love being up at 5am everyday     	3	-1	 I[0] honestly[0] love[2] being[0] up[0] at[0] 5am[0] everyday[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
NAME Callon is back , intact . Check out the #Allegiance sample on #bookbuzzr #mustread #fantasy #dragon - HYPERLINK	NAME Callon is back , intact .<br> Check out the #Allegiance sample on #bookbuzr #mustread #fantasy #dragon - HYPERLINK	1	-1	 NAME[0] Callon[0] is[0] back[0] intact[0] [[Sentence=-1,1=word max, 1-5]] Check[0] out[0] the[0] #Allegiance[0] sample[0] on[0] #bookbuzzr/#bookbuzr[0] #mustread[0] #fantasy[0] #dragon[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME Dont you love when people look at you #story on #snapchat but refuse to have a conversation with you threw the app #sarcas…	NAME Dont you love when people look at you #story on #snapchat but refuse to have a conversation with you threw the ap #sarcas…	1	-3	 NAME[0] Dont[0] you[0] love[2][NegatedDueToPreviousWord] when[0] people[0] look[0] at[0] you[0] #story[0] on[0] #snapchat[0] but[0] refuse[-1] to[0] have[0] a[0] conversation[0] with[0] you[0] threw[0] the[0] app/ap[0] #sarcas…[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
Dear NAME is there a party going on at kj station ? HYPERLINK	Dear NAME is there a party going on at kj station ?<br> HYPERLINK	2	-1	 Dear[1] NAME[0] is[0] there[0] a[0] party[0] going[0] on[0] at[0] kj[0] station[0] [[Sentence=-1,2=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
If the Bulls land Napier at the trade deadline , I don't want to hear anything more about how GarPax isn't aggressive enough . 	If the Bulls land Napier at the trade deadline , I don't want to hear anything more about how GarPax isn't aggressive enough .	3	-1	 If[0] the[0] Bulls[0] land[0] Napier[0] at[0] the[0] trade[0] deadline[0] I[0] don't[0] want[0] to[0] hear[0] anything[0] more[0] about[0] how[0] GarPax[0] isn't[0] aggressive[-2][NegatedDueToPreviousWord] enough[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Yay for lack of communication ? ! 	Yay for lack of communication ?<br> !	2	-2	 Yay[1] for[0] lack[-1] of[0] communication[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
This was the beginning of the best day at  universalstudios ever !  nonrefundable… HYPERLINK	This was the beginning of the best day at  universalstudios ever !<br>  nonrefundable… HYPERLINK	2	-1	 This[0] was[0] the[0] beginning[0] of[0] the[0] best[1] day[0] at[0] universalstudios[0] ever[0] [[Sentence=-1,2=word max, 1-5]] nonrefundable…[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
NAME NAME NAME paul ryan did everything to make sure this country tanked under obama . Real american hero we got her…	NAME NAME NAME paul ryan did everything to make sure this country tanked under obama .<br> Real american hero we got her…	3	-1	 NAME[0] NAME[0] NAME[0] paul[0] ryan[0] did[0] everything[0] to[0] make[0] sure[0] this[0] country[0] tanked[0] under[0] obama[0] [[Sentence=-1,1=word max, 1-5]] Real[0] american[0] hero[2] we[0] got[0] her…[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Bondage pendant , Bound body frees the mind , BDSM , fetish , rope bondage , … HYPERLINK  funnypix HYPERLINK	Bondage pendant , Bound body frees the mind , BDSM , fetish , rope bondage , … HYPERLINK  funnypix HYPERLINK	2	-2	 Bondage[-1] pendant[0] Bound[0] body[0] frees[0] the[0] mind[0] BDSM[0] fetish[0] rope[0] bondage[-1] …[0] HYPERLINK[0] funnypix[1] HYPERLINK[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
s/o to my freshman class for being so supportive        	s/o to my freshman class for being so supportive       	2	-1	 s/o[0] to[0] my[0] freshman[0] class[0] for[0] being[0] so[0] supportive[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Thank you percussion for giving me the privalage to be at school at 7:30 on a late start . Thank you for the honor .      gracias	Thank you percussion for giving me the privalage to be at school at 7:30 on a late start .<br> Thank you for the honor .<br>      gracias	2	-1	 Thank[1] you[0] percussion[0] for[0] giving[0] me[0] the[0] privalage[0] to[0] be[0] at[0] school[0] at[0] 7[0] :30[0] on[0] a[0] late[0] start[0] [[Sentence=-1,2=word max, 1-5]] Thank[1] you[0] for[0] the[0] honor[0] [[Sentence=-1,2=word max, 1-5]] gracias[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NAME front button , no boomsound speakers , looks like a cheap galaxy/iphone clone , well done  epicfail HYPERLINK	NAME front button , no boomsound speakers , looks like a cheap galaxy/iphone clone , well done  epicfail HYPERLINK	2	-2	 NAME[0] front[0] button[0] no[0] boomsound[0] speakers[0] looks[0] like[1] a[0] cheap[-1] galaxy/iphone[0] clone[0] well[0] done[0] epicfail[0] HYPERLINK[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
NAME NAME what do you both mean that was a bad game ? Great game . I am a huge Austin Matthews fan ! ! 	NAME NAME what do you both mean that was a bad game ?<br> Great game .<br> I am a huge Austin Matthews fan !<br> !	3	-2	 NAME[0] NAME[0] what[0] do[0] you[0] both[0] mean[0] that[0] was[0] a[0] bad[-1] game[0] [[Sentence=-2,1=word max, 1-5]] Great[2] game[0] [[Sentence=-1,3=word max, 1-5]] I[0] am[0] a[0] huge[0] Austin[0] Matthews[0] fan[0] [[Sentence=-1,1=word max, 1-5]][[[3,-2 max of sentences]]]
Mmmmm I just love college searching     	Mm I just love college searching    	2	-1	 Mmmmm/Mm[0][+0.6 MultipleLetters] I[0] just[0] love[2][-1 LastWordBoosterStrength] college[0] searching[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
It's never too late to ruin a happy childhood .  irony  doubleedgesword  timeout	It's never too late to ruin a happy childhood .<br>  irony  doubleedgesword  timeout	2	-2	 It's[0] never[0] too[0] late[0] to[0] ruin[-1] a[0] happy[1] childhood[0] [[Sentence=-2,2=word max, 1-5]] irony[-1] doubleedgesword[0] timeout[0] [[Sentence=-2,1=word max, 1-5]][[[2,-2 max of sentences]]]
NO SWEAT PANTS ALLOWED - WINE CLUB  sassy  funny  joyful  KindleUnlimited   HYPERLINK …   	NO SWEAT PANTS ALLOWED - WINE CLUB  sassy  funny  joyful  KindleUnlimited   HYPERLINK …  	3	-1	 NO[0] SWEAT[0] PANTS[0] ALLOWED[0] WINE[0] CLUB[0] sassy[0] funny[1] joyful[2] KindleUnlimited[0] HYPERLINK[0] …[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
What ? ? ? The NHL officials did not call a penalty ? That NEVER happens !  CapsIsles	What ?<br> ?<br> ?<br> The NHL officials did not call a penalty ?<br> That NEVER happens !<br>  CapsIsles	1	-1	 What[0] [[Sentence=-1,1=word max, 1-5]] The[0] NHL[0] officials[0] did[0] not[0] call[0] a[0] penalty[0] [[Sentence=-1,1=word max, 1-5]] That[0] NEVER[0] happens[0] [[Sentence=-1,1=word max, 1-5]] CapsIsles[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME Oh wonderful it's 1 . 45am and I'm awake #ohgood HYPERLINK	NAME Oh wonderful it's 1 .<br> 45am and I'm awake #ohgood HYPERLINK	3	-1	 NAME[0] Oh[0] wonderful[2] it's[0] 1[0] [[Sentence=-1,3=word max, 1-5]] 45am[0] and[0] I'm[0] awake[0] #ohgood[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
Best way to end the night    	Best way to end the night   	2	-1	 Best[1] way[0] to[0] end[0] the[0] night[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
You want a goal , so you bring on Dzeko . Nice move , Roma . 	You want a goal , so you bring on Dzeko .<br> Nice move , Roma .	2	-1	 You[0] want[0] a[0] goal[0] so[0] you[0] bring[0] on[0] Dzeko[0] [[Sentence=-1,1=word max, 1-5]] Nice[1] move[0] Roma[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Work yay ! Woo hoo ! Awesome 	Work yay !<br> Woo ho !<br> Awesome	3	-1	 Work[0] yay[1] [[Sentence=-1,2=word max, 1-5]] Woo[0] hoo/ho[0] [[Sentence=-1,1=word max, 1-5]] Awesome[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Whoo  arguments . . . just great . . 	Whoo  arguments .<br> .<br> .<br> just great .<br> .	2	-2	 Whoo[0] arguments[-1] [[Sentence=-2,1=word max, 1-5]] just[0] great[2][-1 LastWordBoosterStrength] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
NAME Help me walk :p 	NAME Help me walk walk	2	-1	 NAME[0] Help[0] me[0] walk[0][+1 Emoticon] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NAME Oh no , it must be Apples fault ! 	NAME Oh no , it must be Apples fault !	1	-2	 NAME[0] Oh[0] no[0] it[0] must[0] be[0] Apples[0] fault[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
NAME constructive from SF . . . As always . 	NAME constructive from SF .<br> .<br> .<br> As always .	1	-1	 NAME[0] constructive[0] from[0] SF[0] [[Sentence=-1,1=word max, 1-5]] As[0] always[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
That moment when you use the word cluster in an email that is then forwarded .  awesome 	That moment when you use the word cluster in an email that is then forwarded .<br>  awesome	3	-1	 That[0] moment[0] when[0] you[0] use[0] the[0] word[0] cluster[0] in[0] an[0] email[0] that[0] is[0] then[0] forwarded[0] [[Sentence=-1,1=word max, 1-5]] awesome[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Who put Pillar at lead off ,      #Experts #BlueJays	Who put Pillar at lead off ,      #Experts #BlueJays	1	-1	 Who[0] put[0] Pillar[0] at[0] lead[0] off[0] #Experts[0] #BlueJays[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Can anyone watching this SU/Louisville game tell me when Duke/UNC play ? I'm unsure . HYPERLINK	Can anyone watching this SU/Louisville game tell me when Duke/UNC play ?<br> I'm unsure .<br> HYPERLINK	1	-1	 Can[0] anyone[0] watching[0] this[0] SU/Louisville[0] game[0] tell[0] me[0] when[0] Duke/UNC[0] play[0] [[Sentence=-1,1=word max, 1-5]] I'm[0] unsure[0] [[Sentence=-1,1=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
image testing hootsuite #lol HYPERLINK HYPERLINK	image testing hootsuite #lol HYPERLINK HYPERLINK	1	-1	 image[0] testing[0] hootsuite[0] #lol[0] HYPERLINK[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME About 10% of US is public , too . We believe in private property here , also . Try walking into my house , oh I'm a hypocrite . 	NAME About 10% of US is public , too .<br> We believe in private property here , also .<br> Try walking into my house , oh I'm a hypocrite .	1	-3	 NAME[0] About[0] 10%[0] of[0] US[0] is[0] public[0] too[0] [[Sentence=-1,1=word max, 1-5]] We[0] believe[0] in[0] private[0] property[0] here[0] also[0] [[Sentence=-1,1=word max, 1-5]] Try[0] walking[0] into[0] my[0] house[0] oh[0] I'm[0] a[0] hypocrite[-2] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
Yes , I wld want a gov w/a 2 . 2 BILLION DOLLAR campaigning for me too ! lol HYPERLINK	Yes , I wld want a gov w/a 2 .<br> 2 BILLION DOLLAR campaigning for me too !<br> laugh out loud HYPERLINK	2	-1	 Yes[0] I[0] wld[0] want[0] a[0] gov[0] w/a[0] 2[0] [[Sentence=-1,1=word max, 1-5]] 2[0] BILLION[0] DOLLAR[0] campaigning[0] for[0] me[0] too[0] [[Sentence=-1,1=word max, 1-5]] lol[1] HYPERLINK[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Wow NAME Super argument , champ . I guess you win with that one . NAME NAME	Wow NAME Super argument , champ .<br> I guess you win with that one .<br> NAME NAME	3	-2	 Wow[2] NAME[0] Super[2] argument[-1] champ[0] [[Sentence=-2,3=word max, 1-5]] I[0] guess[0] you[0] win[0] with[0] that[0] one[0] [[Sentence=-1,1=word max, 1-5]] NAME[0] NAME[0] [[Sentence=-1,1=word max, 1-5]][[[3,-2 max of sentences]]]
Mature BJ on the brain pendant , sex on the brain , BJ , oral sex , fellatio , … HYPERLINK  awesome HYPERLINK	Mature BJ on the brain pendant , sex on the brain , BJ , oral sex , fellatio , … HYPERLINK  awesome HYPERLINK	3	-1	 Mature[0] BJ[0] on[0] the[0] brain[0] pendant[0] sex[0] on[0] the[0] brain[0] BJ[0] oral[0] sex[0] fellatio[0] …[0] HYPERLINK[0] awesome[2] HYPERLINK[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
NAME NAME You're obviously on the payroll of vaccine manufacturers . 	NAME NAME You're obviously on the payroll of vaccine manufacturers .	1	-1	 NAME[0] NAME[0] You're[0] obviously[0] on[0] the[0] payroll[0] of[0] vaccine[0] manufacturers[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Um . . . why is NAME doing an interview during the game and play ? Wow . . . between this and the camera angle from UM game , great time . . . 	Um .<br> .<br> .<br> why is NAME doing an interview during the game and play ?<br> Wow .<br> .<br> .<br> between this and the camera angle from UM game , great time .<br> .<br> .	3	-1	 Um[0] [[Sentence=-1,1=word max, 1-5]] why[0] is[0] NAME[0] doing[0] an[0] interview[0] during[0] the[0] game[0] and[0] play[0] [[Sentence=-1,1=word max, 1-5]] Wow[2] [[Sentence=-1,3=word max, 1-5]] between[0] this[0] and[0] the[0] camera[0] angle[0] from[0] UM[0] game[0] great[2] time[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
NAME putting doesn't make it any less offensive	NAME putting doesn't make it any less offensive	1	-3	 NAME[0] putting[0] doesn't[0] make[0] it[0] any[0] less[0] offensive[-2] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
Don’t joke . That’s precisely what  PROC talked about this week . Remote voting by MPs ! Ridiculous ! HYPERLINK	Don’t joke .<br> That’s precisely what  PROC talked about this week .<br> Remote voting by MPs !<br> Ridiculous !<br> HYPERLINK	2	-3	 Don’t[0] joke[1] [[Sentence=-1,2=word max, 1-5]] That’s[0] precisely[0] what[0] PROC[0] talked[0] about[0] this[0] week[0] [[Sentence=-1,1=word max, 1-5]] Remote[0] voting[0] by[0] MPs[0] [[Sentence=-1,1=word max, 1-5]] Ridiculous[-2] [[Sentence=-3,1=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[2,-3 max of sentences]]]
NAME NAME What ? ! ? ! Obama and Kerry are on top of it . When Jebs the Prez we could have Rumsfeld finish the job 	NAME NAME What ?<br> !<br> ?<br> !<br> Obama and Kerry are on top of it .<br> When Jebs the Prez we could have Rumsfeld finish the job	1	-1	 NAME[0] NAME[0] What[0] [[Sentence=-1,1=word max, 1-5]] Obama[0] and[0] Kerry[0] are[0] on[0] top[0] of[0] it[0] [[Sentence=-1,1=word max, 1-5]] When[0] Jebs[0] the[0] Prez[0] we[0] could[0] have[0] Rumsfeld[0] finish[0] the[0] job[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME right , because the CPC doesn't have any veterans in their party . . . 	NAME right , because the CPC doesn't have any veterans in their party .<br> .<br> .	1	-1	 NAME[0] right[0] because[0] the[0] CPC[0] doesn't[0] have[0] any[0] veterans[0] in[0] their[0] party[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
I personally would like to thank FIFA 16 for revealing el Classico winner to me before I could watch my DVR recording 	I personally would like to thank FIFA 16 for revealing el Classico winner to me before I could watch my DVR recording	2	-1	 I[0] personally[0] would[0] like[1][-1 LastWordBoosterStrength] to[0] thank[1] FIFA[0] 16[0] for[0] revealing[0] el[0] Classico[0] winner[1] to[0] me[0] before[0] I[0] could[0] watch[0] my[0] DVR[0] recording[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NAME Welp , guess you can kiss hat at large bid goodbye  aehoops 	NAME Welp , guess you can kiss hat at large bid goodbye  aehoops	3	-1	 NAME[0] Welp[0] guess[0] you[0] can[0] kiss[2] hat[0] at[0] large[0] bid[0] goodbye[0] aehoops[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
But fuck facts there are better thing to do . HYPERLINK	But fuck facts there are better thing to do .<br> HYPERLINK	1	-3	 But[0] fuck[-2] facts[0] there[0] are[0] better[0] thing[0] to[0] do[0] [[Sentence=-3,1=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-3 max of sentences]]]
Have no fear if NAME & amp; NAME have anything to do with it , she'll be a doorstop Wooo #progress HYPERLINK	Have no fear if NAME & amp; NAME have anything to do with it , she'll be a doorstop Woo #progress HYPERLINK	1	-4	 Have[0] no[0] fear[-3] if[0] NAME[0] &[0] amp[0] NAME[0] have[0] anything[0] to[0] do[0] with[0] it[0] she'll[0] be[0] a[0] doorstop[0] Wooo/Woo[0] #progress[0] HYPERLINK[0] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
I'm so glad that tomorrow we'll see a calmer , more unified R electorate which seeks to put aside pettiness .  	I'm so glad that tomorrow we'll see a calmer , more unified R electorate which seeks to put aside pettiness .<br> 	2	-1	 I'm[0] so[0] glad[1] that[0] tomorrow[0] we'll[0] see[0] a[0] calmer[1] more[0] unified[0] R[0] electorate[0] which[0] seeks[0] to[0] put[0] aside[0] pettiness[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
(That’s not . I’m serious . It’s way better for Dean to call out MEN , than for a man to go ‘you’re a FEMINIST [eyeroll]’ to a woman . )	(That’s not .<br> I’m serious .<br> It’s way better for Dean to call out MEN , than for a man to go ‘you’re a FEMINIST [eyeroll]’ to a woman .<br> )	1	-2	 That’s[0] not[0] [[Sentence=-1,1=word max, 1-5]] I’m[0] serious[-1] [[Sentence=-2,1=word max, 1-5]] It’s[0] way[0] better[0] for[0] Dean[0] to[0] call[0] out[0] MEN[0] than[0] for[0] a[0] man[0] to[0] go[0] ‘you’re[0] a[0] FEMINIST[0] [eyeroll]’[0] to[0] a[0] woman[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
Toooooll     HYPERLINK	Tooll     HYPERLINK	2	-1	 Toooooll/Tooll[0][+0.6 MultipleLetters] HYPERLINK[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NAME Powerful showing by the A & amp;M Aggies . They're CLEARLY ready for the SEC conference .  CollegeGameDay ? 	NAME Powerful showing by the A & amp;M Aggies .<br> They're CLEARLY ready for the SEC conference .<br>  CollegeGameDay ?	1	-1	 NAME[0] Powerful[0] showing[0] by[0] the[0] A[0] &[0] amp[0] M[0] Aggies[0] [[Sentence=-1,1=word max, 1-5]] They're[0] CLEARLY[0] ready[0] for[0] the[0] SEC[0] conference[0] [[Sentence=-1,1=word max, 1-5]] CollegeGameDay[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Quality Riot Games twitter content here .  irony  fresh HYPERLINK	Quality Riot Games twitter content here .<br>  irony  fresh HYPERLINK	1	-2	 Quality[0] Riot[0] Games[0] twitter[0] content[0] here[0] [[Sentence=-1,1=word max, 1-5]] irony[-1] fresh[0] HYPERLINK[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
I was asked a question by someone who blocked me before I could ask what the question meant , they are a great communicator . 	I was asked a question by someone who blocked me before I could ask what the question meant , they are a great communicator .	3	-2	 I[0] was[0] asked[0] a[0] question[0] by[0] someone[0] who[0] blocked[-1] me[0] before[0] I[0] could[0] ask[0] what[0] the[0] question[0] meant[0] they[0] are[0] a[0] great[2] communicator[0] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
